filename,source_type,text,C1__expert,C2__expert,C3__expert,C4__expert,C5__expert,C6__expert,C1,C2,C3,C4,C5,C6,C1_flag,C2_flag,C3_flag,C4_flag,C5_flag,C6_flag,C1_rationale,C2_rationale,C3_rationale,C4_rationale,C5_rationale,C6_rationale,narrative_feedback,element_score_raw
Case029_530330.pdf,,,5,3,0,3,3,0,0,2,5,2,3,0,,,,,,,There is no explicit evidence that the design requirements are related to prior research.,The design requirements are listed but lack clear structure or specificity. Prioritization is not explicitly mentioned.,Five design requirements are identified as high priority.,"The design requirements are sometimes objective and measurable, but this is inconsistent across the requirements.","The design requirements have potential to lead to a tangible and viable problem solution, but this is not explicitly stated.","There is no evidence that the requirements represent the needs of, or have been validated by, any primary stakeholder groups.","The design requirements in this portfolio are listed but lack clear structure and specificity, and there is no explicit evidence of prioritization, leading to a score of 2 for C2. While five high-priority requirements are identified (C3), their objectivity and measurability are inconsistent (C4). The requirements have potential to lead to a solution (C5), but this is not explicitly stated. There is no evidence of validation by primary stakeholder groups (C6). To improve, the student should clearly relate the design requirements to prior research (C1), provide explicit prioritization of the requirements (C2), ensure all requirements are objective and measurable (C4), and validate the requirements with primary stakeholder groups (C6).",2.00
Case030_510340.pdf,,,5,1,0,3,4,0,0,2,0,2,3,0,,,,,,,There is no explicit connection between the design requirements and prior research.,The design requirements are listed but lack clear prioritization and specificity.,There is no clear identification of high-priority design requirements.,"Some of the design requirements are objective and measurable, but this is inconsistent.","The design requirements have potential to lead to a tangible and viable problem solution, but this is not fully developed.",There is no evidence of validation by primary stakeholder groups.,"The design requirements in this portfolio are listed but lack clear prioritization and specificity, earning a score of 2 for C2. Some of the requirements are objective and measurable (C4 score of 2), and they have potential to lead to a solution (C5 score of 3), but this is not fully developed. There is no explicit connection between the requirements and prior research (C1 score of 0), and no evidence of validation by primary stakeholder groups (C6 score of 0). To improve, the student should clearly prioritize the requirements, make all requirements objective and measurable, and explicitly connect the requirements to prior research and stakeholder needs. The student should also identify high-priority requirements (C3 score of 0).",1.17
Case031_223341.docx,,,2,2,3,3,4,1,0,3,5,2,3,1,,,,,,,There is no explicit evidence that design requirements are related to prior research.,"Design requirements are listed and prioritized, but they are only somewhat detailed.",Three design requirements are identified as high priority.,"Design requirements are sometimes objective and measurable, but not consistently.","Design requirements have potential to lead to a tangible and viable problem solution, but this is not fully developed.","There is minimal evidence that requirements represent the needs of, and have been validated by, primary stakeholder groups.","The design requirements are listed and prioritized, earning a score of 3 for C2, but they could be more detailed. Three high-priority requirements are identified, earning a score of 5 for C3. However, the requirements are not consistently objective and measurable (C4 score of 2), and while they have potential to lead to a solution (C5 score of 3), this is not fully developed. There is minimal evidence of stakeholder validation (C6 score of 1). To improve, the student should provide more detail in the requirements, ensure they are consistently objective and measurable, and provide more evidence of stakeholder validation. The student should also make a stronger connection between the requirements and the proposed solution.",2.33
Case032_343531.docx,,,3,4,3,5,3,1,0,3,5,3,4,1,,,,,,,There is no explicit evidence that design requirements are related to prior research.,"Design requirements are listed and prioritized, but they are only somewhat detailed.",Five of the design requirements listed are identified as high priority.,"Design requirements are generally objective and measurable, but not consistently.",Design requirements would likely lead to a tangible and viable problem solution.,"There is evidence that requirements represent the needs of, and have been validated by, only one primary stakeholder group.","The design requirements are listed and prioritized, but could be more detailed, earning a score of 3 for C2. Five high-priority requirements are identified, earning a score of 5 for C3. The requirements are generally objective and measurable, but not consistently, resulting in a score of 3 for C4. The requirements are likely to lead to a viable solution, earning a score of 4 for C5. However, the requirements have only been validated by one primary stakeholder group, resulting in a score of 1 for C6. There is no evidence of prior research, resulting in a score of 0 for C1. To improve, the student should provide evidence of prior research, make the requirements more detailed, ensure they are consistently objective and measurable, and validate the requirements with more stakeholder groups.",2.67
Case033_323220.docx,,,3,2,3,2,2,0,0,3,5,3,4,1,,,,,,,There is no explicit evidence that the design requirements are related to prior research.,"The design requirements are listed and prioritized, but they are only somewhat detailed.",Five of the design requirements listed are identified as high priority.,"The design requirements are generally objective and measurable, but could be more specific.",The design requirements would likely lead to a tangible and viable problem solution.,"There is evidence that requirements represent the needs of, and have been validated by, only one primary stakeholder group.","The design requirements are generally well-defined and prioritized, but could benefit from more specific details and measurable criteria (C2, C4). While the requirements are likely to lead to a viable solution (C5), there is no evidence that they are based on prior research (C1). The requirements have been validated by only one primary stakeholder group (C6), so additional stakeholder input could strengthen the design. To improve, consider conducting more research to inform your design requirements, and seek feedback from a wider range of stakeholders. Also, ensure that your requirements are specific, measurable, and directly tied to your proposed solution.",2.67
Case034_115220.docx,,,1,1,5,2,2,0,5,5,5,3,4,0,,,,,,,All design requirements are related to prior research.,"Design requirements are listed, prioritized, clear, and detailed.",Five of the design requirements listed are identified as high priority.,"Design requirements are generally objective and measurable, but could be more specific.",Design requirements would be likely to lead to a tangible and viable problem solution.,"There is no evidence that requirements represent the needs of, and have been validated by, any primary stakeholder groups.","The design requirements are well-documented and clearly linked to prior research, earning a score of 5 for C1. They are also listed, prioritized, clear, and detailed, which justifies a score of 5 for C2. Five high-priority design requirements are identified, leading to a score of 5 for C3. However, while the requirements are generally objective and measurable, they could be more specific, resulting in a score of 3 for C4. The requirements are likely to lead to a tangible and viable problem solution, earning a score of 4 for C5. Unfortunately, there is no evidence of validation by primary stakeholder groups, resulting in a score of 0 for C6. To improve, the student should ensure that the design requirements are more specific and measurable, and seek validation from primary stakeholder groups.",3.67
Case035_325220.docx,,,3,2,5,2,2,0,5,4,5,3,4,0,,,,,,,All design requirements are clearly related to prior research.,"Design requirements are listed, prioritized, generally clear, and detailed.",Five of the design requirements listed are identified as high priority.,"Design requirements are generally objective and measurable, but could be more specific.",Design requirements would be likely to lead to a tangible and viable problem solution.,"There is no evidence that requirements represent the needs of, and have been validated by, any primary stakeholder groups.","The design requirements are well-determined and clearly related to prior research, earning a score of 5 for C1. They are listed, prioritized, and generally clear, earning a score of 4 for C2. Five high-priority requirements are identified, earning a score of 5 for C3. However, the requirements could be more specific and measurable, earning a score of 3 for C4. They are likely to lead to a viable solution, earning a score of 4 for C5. However, there is no evidence of validation by primary stakeholder groups, earning a score of 0 for C6. To improve, the design requirements should be more specific and measurable, and evidence of validation by primary stakeholder groups should be provided.",3.50
Case036_100320.pdf,,,1,0,0,3,2,0,1,2,0,2,2,0,,,,,,,The design requirements are mentioned but there is no clear link to prior research.,"The requirements are listed and some attempt at prioritization is made, but they lack specificity and detail.",There is no clear identification of high-priority design requirements.,"Some of the design requirements are objective and measurable, but this is inconsistent.","The design requirements have some potential to lead to a tangible and viable problem solution, but this is not clearly articulated.","There is no evidence that the requirements represent the needs of, or have been validated by, any primary stakeholder groups.","The design requirements in this portfolio are listed but lack clear links to prior research, resulting in a score of 1 for C1. While some attempt at prioritization is made, the requirements lack specificity and detail, leading to a score of 2 for C2. There is no clear identification of high-priority design requirements, resulting in a score of 0 for C3. Some of the design requirements are objective and measurable, but this is inconsistent, leading to a score of 2 for C4. The design requirements have some potential to lead to a tangible and viable problem solution, but this is not clearly articulated, resulting in a score of 2 for C5. Finally, there is no evidence that the requirements represent the needs of, or have been validated by, any primary stakeholder groups, leading to a score of 0 for C6. To improve, the student should clearly link their design requirements to prior research, provide more detail and specificity in their requirements, clearly identify high-priority requirements, ensure all requirements are objective and measurable, and validate their requirements with primary stakeholder groups.",1.17
Case037_010230.pdf,,,0,1,0,2,3,0,0,2,0,3,2,0,,,,,,,There is no explicit evidence of design requirements being related to prior research.,"Design requirements are listed and prioritized, but some are incomplete and lack specificity.",There are no design requirements identified as high priority.,"Design requirements are generally objective and measurable, but not consistently.","Design requirements have some potential to lead to a tangible and viable problem solution, but this is not clearly demonstrated.","There is no evidence that requirements represent the needs of, and have been validated by, any primary stakeholder groups.","The design requirements in this portfolio are listed and prioritized, but some are incomplete and lack specificity, leading to a score of 2 for C2. There is no evidence of high-priority requirements (C3 score of 0) or that the requirements have been validated by primary stakeholders (C6 score of 0). The requirements are generally objective and measurable (C4 score of 3), but there is only some potential that they would lead to a tangible and viable problem solution (C5 score of 2). There is no evidence of the requirements being related to prior research (C1 score of 0). To improve, the student should clearly identify high-priority requirements, provide evidence of stakeholder validation, and better connect the requirements to a viable solution. The student should also relate the requirements to prior research and ensure all requirements are objective and measurable.",1.17
Case038_135343.docx,,,1,3,5,3,4,3,5,4,5,4,4,5,,,,,,,"The design requirements are clearly related to prior research, as evidenced by the detailed explanations provided for each requirement.","The requirements are listed, prioritized, and generally clear, but could be more detailed in some areas.","Five of the design requirements are identified as high priority, meeting the highest score criteria.","The design requirements are nearly always objective and measurable, with clear methods for measurement provided.","The design requirements would likely lead to a tangible and viable problem solution, as they are directly related to the problem at hand.","There is evidence that the requirements represent the needs of, and have been validated by, the primary stakeholder group.","The design requirements are well-developed and clearly related to prior research, earning a score of 5 for C1. The requirements are listed and prioritized, but could be more detailed in some areas, resulting in a score of 4 for C2. Five high-priority requirements are identified, meeting the highest score criteria for C3. The requirements are nearly always objective and measurable, earning a score of 4 for C4. They are also likely to lead to a tangible solution, resulting in a score of 4 for C5. Finally, the requirements have been validated by the primary stakeholder group, earning a score of 5 for C6. To improve, consider providing more detailed explanations for lower-priority requirements and ensure all requirements are objective and measurable.",4.50
Case039_555555.docx,,,5,5,5,5,5,5,5,4,5,4,4,5,,,,,,,"The design requirements are clearly related to prior research, as evidenced by the detailed explanations provided for each requirement.","The design requirements are listed, prioritized, and generally clear. However, some requirements could be more detailed.","Five of the design requirements are identified as high priority, meeting the highest score criteria.","The design requirements are nearly always objective and measurable, with clear methods for measurement provided.","The design requirements would likely lead to a tangible and viable problem solution, as they are directly related to the problem at hand.","There is evidence that the requirements represent the needs of, and have been validated by, the primary stakeholder group.","The design requirements presented in this portfolio are well-developed and clearly related to prior research, earning a score of 5 for C1. The requirements are listed and prioritized, but could be more detailed in some areas, resulting in a score of 4 for C2. Five high-priority requirements are identified, meeting the criteria for a score of 5 in C3. The requirements are nearly always objective and measurable, earning a score of 4 in C4. They are also likely to lead to a viable solution, resulting in a score of 4 in C5. Finally, the requirements have been validated by the primary stakeholder group, earning a score of 5 in C6. For improvement, consider providing more detailed descriptions for each requirement and ensure all requirements are objective and measurable.",4.50
Case040_455552.docx,,,4,5,5,5,5,2,5,5,5,4,5,5,,,,,,,All design requirements are clearly related to prior research.,"Design requirements are listed, prioritized, clear, and detailed.",Five of the design requirements listed are identified as high priority.,Design requirements are nearly always objective and measurable.,Design requirements would be highly likely to lead to a tangible and viable problem solution.,"There is evidence that requirements represent the needs of, and have been validated by, 100% of primary stakeholder groups.","Anthony Claudet's design portfolio demonstrates a strong understanding of the design requirements process. All design requirements are clearly related to prior research (C1), listed, prioritized, clear, and detailed (C2), and five of them are identified as high priority (C3). The requirements are nearly always objective and measurable (C4), and they would be highly likely to lead to a tangible and viable problem solution (C5). There is also evidence that the requirements represent the needs of, and have been validated by, 100% of primary stakeholder groups (C6). To improve, Anthony could ensure that all design requirements are consistently objective and measurable. Additionally, he could consider adding more low-priority requirements to provide a more comprehensive solution.",4.83
Case041_000220.pdf,,,0,0,0,2,2,0,0,2,4,2,3,0,,,,,,,There is no explicit evidence of design requirements being related to prior research.,Design requirements are listed but lack clear structure or specificity. Prioritization is not explicitly mentioned.,"Four design requirements are listed, but they are not explicitly identified as high priority.","Design requirements are sometimes objective and measurable, but this is inconsistent across the requirements.","The design requirements have potential to lead to a tangible and viable problem solution, but this is not explicitly stated.","There is no evidence that requirements represent the needs of, and have been validated by, any primary stakeholder groups.","The design requirements presented in the portfolio lack clear structure and specificity, and there is no explicit evidence of prioritization (C2). While four requirements are listed, they are not explicitly identified as high priority (C3). The requirements are sometimes objective and measurable, but this is inconsistent (C4). They have potential to lead to a tangible and viable problem solution, but this is not explicitly stated (C5). There is no evidence of validation by primary stakeholder groups (C6). To improve, the student should clearly structure and prioritize the requirements, ensure they are consistently objective and measurable, and provide evidence of validation by primary stakeholders. The connection between the requirements and the solution should also be made explicit.",1.83
Case042_325220.docx,,,3,2,5,2,2,0,4,5,5,4,4,0,,,,,,,"Most of the design requirements are related to prior research, but not all.","The design requirements are listed, prioritized, clear, and detailed.",Five of the design requirements listed are identified as high priority.,The design requirements are nearly always objective and measurable.,The design requirements would be likely to lead to a tangible and viable problem solution.,"There is no evidence that requirements represent the needs of, and have been validated by, any primary stakeholder groups.","The design requirements are well-detailed and prioritized, with most of them being objective and measurable, which is commendable. However, there is a lack of evidence of validation by primary stakeholder groups, which is a critical aspect of the design process. It is recommended to actively seek and document feedback from primary stakeholders to ensure the design meets their needs and expectations. Additionally, while most requirements are linked to prior research, strive to ensure all requirements are backed by research to strengthen their validity. Lastly, while the requirements are likely to lead to a viable solution, more explicit connections between each requirement and the proposed solution could further enhance the design.",3.67
Case043_323235.docx,,,3,2,3,2,3,5,2,3,4,2,3,5,,,,,,,"The design requirements are somewhat related to prior research, but the connection is not explicitly stated.","The design requirements are listed and prioritized, but they lack detail and specificity.",Four of the design requirements are identified as high priority.,"Some of the design requirements are objective and measurable, but others are vague and subjective.","The design requirements have potential to lead to a tangible and viable problem solution, but this is not guaranteed.","There is evidence that the requirements represent the needs of, and have been validated by, all primary stakeholder groups.","The design requirements are somewhat related to prior research, but the connection is not explicitly stated, which is why a score of 2 was given for C1. The requirements are listed and prioritized, but they lack detail and specificity, leading to a score of 3 for C2. Four of the requirements are identified as high priority, earning a score of 4 for C3. Some of the requirements are objective and measurable, but others are vague and subjective, resulting in a score of 2 for C4. The requirements have potential to lead to a tangible and viable problem solution, but this is not guaranteed, hence a score of 3 for C5. There is evidence that the requirements represent the needs of, and have been validated by, all primary stakeholder groups, leading to a score of 5 for C6. To improve, the student should make sure all requirements are objective and measurable, and that they are clearly related to prior research. The student should also provide more detail and specificity in their requirements list.",3.17
Case044_045345.docx,,,0,4,5,3,4,5,0,3,3,2,3,5,,,,,,,There is no explicit evidence that design requirements are related to prior research.,"Design requirements are listed and prioritized, but they are only generally clear and somewhat detailed.",Three design requirements are identified as high priority.,"Design requirements are sometimes objective and measurable, but not consistently.","Design requirements have potential to lead to a tangible and viable problem solution, but this is not fully developed.","There is evidence that requirements represent the needs of, and have been validated by, 80%-100% of primary stakeholder groups.","The design requirements are listed and prioritized, but could be more detailed and clear, hence the score of 3 for C2. Three high-priority requirements are identified, earning a score of 3 for C3. However, the requirements are not consistently objective and measurable, leading to a score of 2 for C4. While the requirements have potential to lead to a solution (C5 score of 3), this connection could be more explicitly developed. The requirements do represent and have been validated by the primary stakeholder groups, earning a score of 5 for C6. To improve, the student should ensure that all requirements are objective and measurable, and more clearly link the requirements to the proposed solution. Additionally, the student should provide explicit evidence of how the design requirements are related to prior research.",2.67
Case045_035332.pdf,,,0,3,5,3,3,2,0,5,5,4,4,0,,,,,,,There is no explicit evidence that the design requirements are related to prior research.,"The design requirements are listed, prioritized, clear, and detailed.",Five of the design requirements listed are identified as high priority.,The design requirements are nearly always objective and measurable.,The design requirements would be likely to lead to a tangible and viable problem solution.,"There is no evidence that requirements represent the needs of, and have been validated by, any primary stakeholder groups.","The design requirements are well listed, prioritized, clear, and detailed, earning a score of 5 in category C2. Five high-priority requirements are identified, earning a score of 5 in category C3. The requirements are nearly always objective and measurable, earning a score of 4 in category C4. They are likely to lead to a tangible and viable problem solution, earning a score of 4 in category C5. However, there is no evidence of prior research in determining the design requirements, resulting in a score of 0 in category C1. Also, there is no evidence of validation by primary stakeholder groups, resulting in a score of 0 in category C6. For improvement, it is recommended to explicitly link the design requirements to prior research and to provide evidence of validation by primary stakeholder groups.",3.00
Case046_135333.pdf,,,1,3,5,3,3,3,0,4,5,3,4,0,,,,,,,There is no explicit evidence that the design requirements are related to prior research.,"The design requirements are listed, prioritized, generally clear, and detailed.",Five of the design requirements listed are identified as high priority.,"The design requirements are generally objective and measurable, but some could be more specific.",The design requirements would be likely to lead to a tangible and viable problem solution.,"There is no evidence that requirements represent the needs of, and have been validated by, any primary stakeholder groups.","The design requirements are well listed, prioritized, and generally clear and detailed, earning a score of 4 in category C2. Five high-priority requirements are identified, earning a score of 5 in category C3. However, the requirements could be more specific and measurable, earning a score of 3 in category C4. The requirements are likely to lead to a tangible and viable solution, earning a score of 4 in category C5. There is no evidence of validation by primary stakeholder groups, earning a score of 0 in category C6. There is also no evidence that the design requirements are related to prior research, earning a score of 0 in category C1. To improve, the student should provide evidence of stakeholder validation and link the design requirements to prior research. The student should also make the requirements more specific and measurable.",2.67
Case047_225330.docx,,,2,2,5,3,3,0,2,4,5,3,4,0,,,,,,,Only some of the design requirements are related to prior research.,"Design requirements are listed, prioritized, generally clear, and detailed.",Five of the design requirements listed are identified as high priority.,Design requirements are generally objective and measurable.,Design requirements would be likely to lead to a tangible and viable problem solution.,"There is no evidence that requirements represent the needs of, and have been validated by, any primary stakeholder groups.","The portfolio demonstrates a good understanding of design requirements, with clear, detailed, and prioritized requirements (C2 score: 4). Five high-priority requirements are identified (C3 score: 5), and these are generally objective and measurable (C4 score: 3). However, the connection between these requirements and prior research is not consistently clear (C1 score: 2), and there is no evidence of validation by primary stakeholder groups (C6 score: 0). To improve, the student should ensure that all design requirements are clearly linked to prior research and seek validation from primary stakeholders. Additionally, while the requirements are likely to lead to a viable solution (C5 score: 4), the student could strengthen this aspect by providing more detailed justification for how each requirement contributes to the solution.",3.00
Case048_334345.docx,,,3,3,4,3,4,5,3,4,5,4,4,2,,,,,,,"The design requirements are linked to prior research, but the linkage is not explicit for all requirements.","The design requirements are listed, prioritized, generally clear, and detailed. However, the prioritization could be more explicit.",Five of the design requirements listed are identified as high priority.,"The design requirements are nearly always objective and measurable, but some could be more specific.","The design requirements would likely lead to a tangible and viable problem solution, but the connection could be more explicit.","There is evidence that requirements represent the needs of, and have been validated by, one primary stakeholder group.","The portfolio demonstrates a good understanding of design requirements, with clear listing, prioritization, and detailing of requirements (C2). However, the linkage to prior research could be more explicit for all requirements (C1). The requirements are nearly always objective and measurable (C4), but some could be more specific. The requirements would likely lead to a tangible and viable problem solution (C5), but the connection could be more explicit. The requirements represent the needs of, and have been validated by, one primary stakeholder group (C6). To improve, the student could make the linkage to prior research more explicit, specify the measurable criteria for each requirement, and validate the requirements with more stakeholder groups.",3.67
Case049_444451.docx,,,4,4,4,4,5,1,4,4,5,3,4,2,,,,,,,"The design requirements are mostly related to prior research, but not all of them are explicitly linked.","The design requirements are listed, prioritized, generally clear, and detailed. However, the low priority requirements could be more detailed.",Five of the design requirements listed are identified as high priority.,"The design requirements are generally objective and measurable, but some could be more specific.","The design requirements would likely lead to a tangible and viable problem solution, but the connection could be more explicit.","There is evidence that requirements represent the needs of, and have been validated by, some primary stakeholder groups, but not all.","The portfolio demonstrates a good understanding of design requirements, with most requirements linked to prior research (C1:4) and clearly listed and prioritized (C2:4). Five high-priority requirements are identified (C3:5), and they are generally objective and measurable (C4:3). These requirements are likely to lead to a viable solution (C5:4), but the connection could be more explicit. The requirements represent the needs of some, but not all, primary stakeholder groups (C6:2). To improve, the student could more explicitly link all requirements to prior research, provide more detail for low-priority requirements, make all requirements more specific and measurable, and validate requirements with all primary stakeholder groups.",3.67
Case050_000122.pdf,,,0,0,0,1,2,2,0,2,0,1,2,1,,,,,,,There is no explicit connection between the design requirements and prior research.,Design requirements are listed but lack clear structure or specificity. Prioritization is not explicitly mentioned.,No design requirements are identified as high priority.,Design requirements are insufficiently measurable and rely primarily on subjective language.,"Design requirements have some potential to lead to a tangible and viable problem solution, but the connection is not clearly articulated.","There is minimal evidence that requirements represent the needs of, and have been validated by, primary stakeholder groups.","The design requirements presented lack clear structure, specificity, and prioritization (C2), and none are identified as high priority (C3). The requirements are insufficiently measurable (C4) and their connection to a viable solution is not clearly articulated (C5). There is minimal evidence of stakeholder validation (C6), and no explicit connection between the design requirements and prior research (C1). To improve, the student should explicitly connect the design requirements to prior research, clearly prioritize the requirements, and make them more measurable. The student should also provide evidence of stakeholder validation and clearly articulate how the requirements lead to a viable solution.",1.00
Case051_310332.pdf,,,3,1,0,3,3,2,0,2,0,1,2,1,,,,,,,There is no explicit connection between the design requirements and prior research.,"Design requirements are listed but lack clear structure, specificity, and prioritization.",No design requirements are identified as high priority.,Design requirements are insufficiently measurable and rely primarily on subjective language.,"Design requirements have some potential to lead to a tangible and viable problem solution, but the connection is loosely implied.","There is minimal evidence that requirements represent the needs of, and have been validated by, primary stakeholder groups.","The design requirements presented lack clear connection to prior research, resulting in a score of 0 for C1. While the requirements are listed, they lack clear structure, specificity, and prioritization, leading to a score of 2 for C2. No requirements are identified as high priority, resulting in a score of 0 for C3. The requirements are insufficiently measurable and rely primarily on subjective language, leading to a score of 1 for C4. The requirements have some potential to lead to a solution, but the connection is loosely implied, resulting in a score of 2 for C5. There is minimal evidence of stakeholder validation, leading to a score of 1 for C6. To improve, the design requirements should be clearly connected to prior research, prioritized, made measurable, and validated by stakeholders. The connection between the requirements and the solution should also be made explicit.",1.00
Case052_025230.docx,,,0,2,5,2,3,0,0,3,5,2,3,0,,,,,,,There is no evidence of design requirements being related to prior research.,"Design requirements are listed and prioritized, generally clear, but only somewhat detailed.",Five of the design requirements listed are identified as high priority.,Design requirements may be only sometimes objective and/or measurable.,Design requirements have a potential to lead to a tangible and viable problem solution.,"There is no evidence that requirements represent the needs of, and have been validated by, any primary stakeholder groups.","The design requirements are listed and prioritized, but could use more detail and objectivity. Five high-priority requirements are identified, which is commendable. However, there is no evidence of these requirements being related to prior research or validated by primary stakeholders, which is a significant gap. The requirements have potential to lead to a solution, but could be more clearly defined and measurable. To improve, the student should ensure that the requirements are based on research and validated by stakeholders. They should also work on making the requirements more detailed and objective, and ensure they are clearly linked to a viable solution.",2.17
Case053_025320.docx,,,0,2,5,3,2,0,0,3,5,2,3,0,,,,,,,There is no explicit evidence that the design requirements are related to prior research.,"The design requirements are listed and prioritized, but they are only somewhat detailed.",Five of the design requirements listed are identified as high priority.,"The design requirements are sometimes objective and measurable, but some are vague and lack specificity.","The design requirements have potential to lead to a tangible and viable problem solution, but this is not explicitly stated.","There is no evidence that the requirements represent the needs of, or have been validated by, any primary stakeholder groups.","The design requirements are listed and prioritized, but they lack detail and are not always objective or measurable, earning a score of 3 for C2 and 2 for C4. Five high-priority requirements are identified, earning a score of 5 for C3. However, there is no evidence of prior research or stakeholder validation, resulting in scores of 0 for C1 and C6. The requirements have potential to lead to a solution, but this is not explicitly stated, earning a score of 3 for C5. To improve, the student should provide more detail in their requirements, ensure they are objective and measurable, and provide evidence of prior research and stakeholder validation.",2.17
Case054_334332.pdf,,,3,3,4,3,3,2,0,4,5,5,4,1,,,,,,,The document does not provide any evidence of design requirements being related to prior research.,"The design requirements are listed, prioritized, generally clear, and detailed.",Five of the design requirements listed are identified as high priority.,The design requirements are consistently objective and measurable.,The design requirements would be likely to lead to a tangible and viable problem solution.,"There is evidence that requirements represent the needs of, and have been validated by, 1 primary stakeholder group.","The design requirements are well-detailed, prioritized, and objective, earning scores of 4 and 5 in categories C2, C3, and C4. They are also likely to lead to a viable solution, as indicated by a score of 4 in category C5. However, there is no evidence of the requirements being related to prior research, resulting in a score of 0 in category C1. Additionally, only one primary stakeholder group appears to have validated the requirements, leading to a score of 1 in category C6. To improve, the team should ensure that their design requirements are based on prior research and seek validation from more stakeholder groups. They should also strive to make their requirements more likely to lead to a tangible solution.",3.17
Case055_122212.pdf,,,1,2,2,2,1,2,0,3,5,2,3,0,,,,,,,There is no explicit evidence that the design requirements are related to prior research.,"Design requirements are listed and prioritized, but they are only generally clear and somewhat detailed.",Five of the design requirements listed are identified as high priority.,Design requirements may be only sometimes objective and/or measurable.,Design requirements have a potential to lead to a tangible and viable problem solution.,"There is no evidence that requirements represent the needs of, and have been validated by, any primary stakeholder groups.","The design requirements are listed and prioritized, but they lack clarity and detail, earning a score of 3 for C2. Five requirements are identified as high priority, earning a score of 5 for C3. However, the requirements are only sometimes objective or measurable, resulting in a score of 2 for C4. The requirements have potential to lead to a solution, earning a score of 3 for C5. There is no evidence of validation by primary stakeholders, resulting in a score of 0 for C6. To improve, the student should provide evidence of prior research, make requirements more objective and measurable, and validate requirements with primary stakeholders.",2.17
Case056_410335.pdf,,,4,1,0,3,3,5,0,3,5,2,3,0,,,,,,,There is no explicit evidence that the design requirements are related to prior research.,"The design requirements are listed and prioritized, but they are only generally clear and somewhat detailed.",Five of the design requirements listed are identified as high priority.,The design requirements may be only sometimes objective and/or measurable.,The design requirements have a potential to lead to a tangible and viable problem solution.,"There is no evidence that requirements represent the needs of, and have been validated by, any primary stakeholder groups.","The design requirements are listed and prioritized, but they lack clear relation to prior research and validation by primary stakeholder groups, leading to scores of 0 for C1 and C6. While five high-priority requirements are identified, earning a score of 5 for C3, they are only generally clear and somewhat detailed, resulting in a score of 3 for C2. The requirements are sometimes objective and measurable, but this is inconsistent, leading to a score of 2 for C4. They have potential to lead to a solution, but this is not guaranteed, resulting in a score of 3 for C5. To improve, the student should explicitly link the requirements to prior research, validate them with primary stakeholders, and ensure they are consistently objective and measurable.",2.17
Case057_035233.pdf,,,0,3,5,2,3,3,4,4,5,3,4,5,,,,,,,"Most design requirements are linked to prior research, but not all. The connection to research is explicit in some cases, but not consistently across all requirements.","Design requirements are listed, prioritized, and generally clear, but could be more detailed. The prioritization is explicit and consistent, but the level of detail varies.","Five of the design requirements are identified as high priority, meeting the highest level of the rubric.","Design requirements are generally objective and measurable, but not consistently. Some requirements could be more clearly defined in measurable terms.","Design requirements would likely lead to a tangible and viable problem solution, but this is not guaranteed for all requirements.","There is evidence that requirements represent the needs of, and have been validated by, the primary stakeholder, Mr. Waller.","The design requirements are generally well-developed, with clear prioritization and linkage to prior research. However, there is room for improvement in the level of detail and measurability of some requirements. For example, the requirement for an 'elegant design' could be more specific and measurable. Similarly, the requirement for a 'low cost' design could be more clearly defined in terms of a specific cost range or limit. The connection between the requirements and the proposed solution is generally clear, but could be more explicit in some cases. The validation by the primary stakeholder, Mr. Waller, is a strength of this submission. Overall, this is a strong submission that could be improved with more detailed and measurable requirements.",4.17
Case058_535445.pdf,,,5,3,5,4,4,5,4,4,5,3,4,3,,,,,,,"Most design requirements are linked to prior research, but the connection could be more explicit in some cases.","Design requirements are listed and prioritized, but some could be more detailed and clear.","Five design requirements are identified as high priority, meeting the highest level of the rubric.","While some design requirements are objective and measurable, others are more subjective and lack clear measurability.","The design requirements are likely to lead to a tangible and viable problem solution, but could be more directly connected to the solution.","There is evidence of validation by the primary stakeholder, Mr. Waller, but it's unclear if other stakeholder groups were consulted.","The design requirements in this portfolio are generally well-developed, with clear prioritization and mostly strong connections to prior research. However, some requirements could be more detailed and clear, and the measurability of some requirements could be improved. While there is evidence of validation by the primary stakeholder, it would be beneficial to consult with other stakeholder groups as well. To improve, I recommend making all design requirements more objective and measurable, and ensuring that each requirement is directly connected to the solution. Additionally, consider consulting with a wider range of stakeholders to ensure the requirements fully represent the needs of all users.",3.83
Case059_413232.docx,,,4,1,3,2,3,2,4,4,5,4,4,3,,,,,,,"Most design requirements are related to prior research, but the connection could be more explicit in some cases.","Design requirements are listed and prioritized, but some could be more detailed.",Five design requirements are identified as high priority.,"Most design requirements are objective and measurable, but some could be more specific.","Design requirements are likely to lead to a tangible and viable problem solution, but the connection could be more explicit in some cases.","Some evidence of primary stakeholder validation is provided, but it could be more explicit.","The portfolio demonstrates a good understanding of the design requirements, with most requirements being related to prior research (C1), listed and prioritized (C2), and identified as high priority (C3). However, the connection to prior research could be more explicit in some cases, and some requirements could be more detailed. Most requirements are objective and measurable (C4), but some could be more specific. The requirements are likely to lead to a tangible and viable problem solution (C5), but the connection could be more explicit in some cases. There is some evidence of primary stakeholder validation (C6), but it could be more explicit. To improve, the student could make the connection to prior research more explicit, provide more detail in the requirements, make the requirements more specific, make the connection to the problem solution more explicit, and provide more explicit evidence of primary stakeholder validation.",4.00
